Call_ID,Transcript,Extracted_Event,Location,Sentiment,Urgency_Score
C539,"I was at a McDonald's, I paid $10 and these guys gave me one burger and a five.",Unknown,Unknown,Distressed,0.0
C540,I gave you guys $10 they gave me one burger and a fry and told me to fuck.,Unknown,Unknown,Distressed,0.0
C541,I've been run over. I've been run over. They all use real chat for...,Unknown,Unknown,Distressed,0.0
C542,"Yes, my husband is a black man, I stabbed him. Okay, what's your address? 94 95 Stabber.",Assault,Unknown,Distressed,0.3
C543,I'm driving and I have somebody chasing me and they just hit my car.,Accident,Unknown,Distressed,0.0
C544,"I'm gonna go to my son, he's here. He's here. I think he's drunk. I don't know if he has to go to my police.",Disturbance,Unknown,Distressed,0.5
C545,"Well, I'm the arm drum now, I'm just trying to figure out the thing when you hit.",Accident,Unknown,Distressed,0.3
C546,Why do I think we have to make this shit worth a matter? I'm at the court.,Accident,Unknown,Distressed,0.0
C547,I have a concern for a co-worker. She just called me and sounded very...,Unknown,Unknown,Distressed,0.1
C548,"I just think, he's called family, he's dead. He's trying to hysterical, I can't understand. I'm having a ton of over this.",Unknown,Unknown,Distressed,0.3
C549,"That being fired in so many things, how? So I'm finshada. Yeah, you can slide there over.",Fire,Unknown,Distressed,0.3
C550,Someone is getting my house. It was an issue.,Unknown,Unknown,Distressed,0.1
C551,I just saw a guy go into a room.,Unknown,Unknown,Distressed,0.0
C552,I'm sorry.,Unknown,Unknown,Distressed,0.0
C553,"Just been shot in front of my parents. You've been shot? Yes, right. Where have you been shot at? To the end of my leg.",Assault,Unknown,Distressed,0.3
C554,"Yes, the guy is following us with shotgun and he's trying to run us off the road. There you are. We're standing...",Assault,Unknown,Distressed,0.6
C555,"Somebody just broke into our house. With the address, Kevin, to me. With the address, I shot him. You shot him?",Theft,Unknown,Distressed,0.5
C556,"I just got my daughters and my children. You just did a lot of it? Got my daughters? Yes, got them.",Unknown,Unknown,Calm,0.0
C557,Which two people in the house? Do they have weapons? Huh? Yes. What type of...,Assault,Unknown,Distressed,0.3
C558,"Hi, my name is Stephen Rodwald and I just heard a shoot my dad.",Unknown,Unknown,Calm,0.0
C559,The baby was fully seeing the mother I had.,Unknown,Unknown,Calm,0.0
C560,My name is Stacy and I'm driving towards Ontario and a car went off into me at my marker 22,Accident,Ontario,Calm,0.0
C561,I just can't get him sex with a window. Is anybody hurting your house? I don't know yet.,Unknown,Unknown,Distressed,0.3
C562,Two people are breathing towards no call. Yes.,Unknown,Unknown,Calm,0.0
C563,"What's going on? I don't know. Somebody broke the window I know. And your house or your car? Ah, smart.",Accident,Unknown,Calm,0.5
C564,"there are two men who was going to try to kill me. They have my husband on the floor. He's bleeding. All right, what is he?",Medical,Unknown,Distressed,0.3
C565,"Hey, the sprawler has taken a very good death trail. Yeah, people enjoy it. So, so, so.",Unknown,Unknown,Calm,0.0
C566,"and there were some kids over there, just one other kid, little fire and another kid in. Oh God.",Fire,Unknown,Distressed,0.3
C567,The little boy just called on fire and he jumped off the other swimming car. What's the address?,Fire,Unknown,Distressed,0.3
C568,I cut my wife so sweet in the bathtub and I think she's dead. I want you with the anger.,Unknown,Unknown,Distressed,0.3
C569,"right now. She just gone and I need him out. Is this house? Okay, what do you mean, she would be in the end?",Unknown,Unknown,Distressed,0.3
C570,I just killed my boss. You just did what?,Assault,Unknown,Distressed,0.3
C571,"Yeah, I have a black guy in here. He says he's gonna wrap the store and anyone is supposed to give him He says he has a gun on him",Assault,Unknown,Distressed,0.3
C572,Hello. I need to raise up to you. Please come on in.,Unknown,Unknown,Calm,0.3
C573,"Please. Give me the address first, ma'am. Ma'am?",Unknown,Unknown,Distressed,0.3
C574,I have so many people are shooting and people are running out of my building at work.,Assault,Unknown,Distressed,0.3
C575,"Yes, ma'am, I'm having a shot. BEEP BEEP",Assault,Unknown,Distressed,0.4
C576,"uca 보세요, anyona",Unknown,Unknown,Distressed,0.0
C577,I'm bringing the key to the master right now. I work at 3 Bay and a couple of the ladies that work there just ran down here.,Unknown,Unknown,Distressed,0.3
C578,We were closing the store and the guy came in with a mask on and I think...,Unknown,Unknown,Distressed,0.0
C579,"I'm not sorry, my neighbor came. And now she said her husband said, the baby, I'll fire. I don't know, the lady.",Fire,Unknown,Distressed,0.6
C580,He will just throw in my neighbor's house. Just the address. What's the address?,Unknown,Unknown,Distressed,0.0
C581,I think I got shot. Danny Sriper 4203 Lake Avenue with Fumbi.,Assault,"Fumbi, Lake Avenue",Distressed,0.3
C582,the black kana run,Unknown,Unknown,Distressed,0.0
C583,"Your mommy's sick. If your mommy's sick, does she need an ambulance? Mommy.",Medical,Unknown,Distressed,0.0
C584,I woke up this morning and my daughter was not in the house. I don't know if she walked out. I don't know.,Unknown,Unknown,Distressed,0.3
C585,What's going on man?,Unknown,Unknown,Distressed,0.0
C586,I just killed my daughter. You what? I just killed my daughter.,Assault,Unknown,Distressed,0.3
C587,"I'm a literacy expert. Man, man, man, man, man, man, calm down.",Unknown,Unknown,Calm,0.0
C588,I need to unambient quickly and out of fire fire in commission,Fire,Unknown,Distressed,0.6
C589,The house is on fire. The house is blowing up. Can you guys can listen? We've already got a call. Is it on a line?,Fire,Unknown,Distressed,0.3
C590,There's a man at my back door he's trying to get in.,Unknown,Unknown,Distressed,0.0
C591,Давай than,Unknown,Unknown,Concerned,0.0
C592,His friends are his friends because it's one of the things I don't know.,Unknown,Unknown,Calm,0.3
C593,"left heading south on 9.51. Yeah, it's a fairly new model truck. Looks like a Dodger afford.",Unknown,Unknown,Calm,0.0
C594,"We've found an elephant walking down the street near the community center, the rate 20.",Unknown,Unknown,Distressed,0.0
C595,"Oh, I was coming to pass out. Is there anything else? I was coming to pass out.",Unknown,Unknown,Distressed,0.0
C596,I think I know why you could follow me home because somebody thinks it feels a big I can't drive home straight.,Unknown,Unknown,Distressed,0.3
C597,"radio I haven't been in the lobby with the gun. All right, is everybody okay? Everybody away from home? Oh, yeah.",Assault,Unknown,Calm,0.3
C598,"Can we meet police assistance for this? Okay, what's going on?",Unknown,Unknown,Distressed,0.0
C599,My mom and her boyfriend and her boyfriend felt marijuana.,Unknown,Unknown,Distressed,0.0
C600,"I accidentally shot my husband. You accidentally shot your husband? Yes. OK, is he breathing?",Accident,Unknown,Distressed,0.55
C602,"Uh, these came up to visit all of the home fathers. Uh-huh. And I think they were lovely to see them.",Unknown,Unknown,Calm,0.0
C603,I'm going to cost him a gunpoint and the 3400 block to highway drive southeast.,Assault,Unknown,Distressed,0.3
C604,I need to tell a few minutes to start shooting. I don't know where I'm at. One winter is dropping. The birds are falling.,Assault,Unknown,Distressed,0.6
C605,We got a baby that's not responsible. We're at 3301 West Noelle Drive.,Unknown,Unknown,Distressed,0.0
C606,I'm going to return air cream. Just went down off of Encona. And airplane.,Accident,Encona,Distressed,0.0
C607,"I'm not in any danger right now, but it's all my urgent. These people, they came through my door.",Unknown,Unknown,Calm,0.3
C608,I might just call it the potential robbery and my mother's been missing for... I don't know.,Theft,Unknown,Distressed,0.8
C609,"Yeah my, my dad did that shot back bad times day Okay, wait",Assault,Unknown,Distressed,0.3
C610,"I went off the road, I'm in a retention pond right now. You're in the retention pond? Yeah. Okay.",Unknown,Unknown,Distressed,0.3
C611,your emergency? I've got a gentleman in quarantine with a gun. I need someone here right now. I'm the storm manager.,Assault,Unknown,Distressed,1.0
C612,I need a phyllo-prove laser for a computer officer to my house.,Unknown,Unknown,Distressed,0.0
C613,is going to take please help into a by turn. Can you吸 content?,Unknown,Unknown,Distressed,0.6
C614,She's shooting at her! Come to the fucking house! That's not the way!,Assault,Unknown,Distressed,0.45
C615,"I just killed my kids. What's your name, male? Julia Murray. What is it?",Assault,Unknown,Distressed,0.3
C616,"I'm not going to try to jump the other way, I'm going to go. And I'm trying to act like I can't hear you.",Unknown,Unknown,Distressed,0.0
C617,the building on 334 south of 8 quarters on fire. Report of a house fire house fire.,Fire,Unknown,Distressed,0.4
C618,"there's a house on fire. There's a house on fire. 30, 30, 30, 38.",Fire,Unknown,Distressed,0.3
C619,"I think there's been a murder. Okay, and where is the person at? Is the victim?",Assault,Unknown,Distressed,0.3
C620,I know a lot But look and the clemen I know Whoo,Unknown,Unknown,Calm,0.3
C621,There's a fight broke out in the liquor store. There's a customer holding him back. You guys need to...,Assault,Unknown,Distressed,0.4
C622,"ey, but work.",Unknown,Unknown,Calm,0.0
C623,I've got a black man here who's supposed to come out of house. Repanded.,Unknown,Unknown,Distressed,0.0
C624,We have a trainer in the water with one of our whales. The whale that's set up to be in the water with? Okay.,Unknown,Unknown,Calm,0.0
C625,"There's some car, there's some guy, there's gonna be a way more than that. Can you close?",Accident,Unknown,Calm,0.0
C626,"I think the house will fire. Okay, with me, and we are is it? One, two, two, one, eight.",Fire,Unknown,Distressed,0.3
C627,"Yes, you're big. You just wanted to go back. I don't know where you are.",Unknown,Unknown,Calm,0.3
C628,"Yeah, I just killed somebody. You what? I just killed somebody. You killed somebody? Yeah.",Assault,Unknown,Distressed,0.3
C629,"shot, which had fired on Russian",Fire,Russian,Distressed,0.6
C630,"Orn Cavenday, there's somebody shot somebody in the store. Okay, orn Cavenday, where?",Assault,Unknown,Distressed,0.3
C631,the media leaders that died with a knife for me. Brown token. Don't threaten me.,Assault,Unknown,Concerned,0.3
C632,"Okay, is that a single family home or an apartment man?",Unknown,Unknown,Distressed,0.0
C633,"My point goes shot. Alright, Santa, I want to come in with you. Are you over there, Lesky?",Assault,Santa,Distressed,0.3
C634,瓜董风locked they are,Unknown,Unknown,Distressed,0.0
C635,I don't have money to buy a ticket. I don't have money.,Unknown,Unknown,Distressed,0.0
C636,or there's none. This is my one one. Do you need police or medical...,Medical,Unknown,Distressed,0.0
C637,"Yes, they are killing so we have pardoned.",Unknown,Unknown,Distressed,0.0
C638,"Hey, I got her, I got an audio. Seminole with the transistor. Okay, pull it. Okay, I'm in the middle.",Unknown,Unknown,Concerned,0.0
C639,"I'm not a mom or a guy shot. What? I'm not a man, I'm not a guy shot. Bye, who?",Assault,Unknown,Distressed,0.3
C640,There's been an explosion on I 30 on I'm sorry 183 research. I'm gonna test you. I'm at,Fire,Unknown,Distressed,0.0
C641,"Okay, what kind of plane was it? How big was it, sir? It looked like a desna, like a prop plane.",Accident,Unknown,Distressed,0.0
C642,"No, it's worth everything I'm getting ready to kill somebody. No, it's worth where? Everton. Everton?",Unknown,Unknown,Distressed,0.0
C643,"Inней Guethwaying with a Bhaktor Bogyakal, we'll be straight by successive",Unknown,Unknown,Distressed,0.0
C644,I just saw my best friend on the X-E-Santz. Oh my god! I just shot your best friend. How did- where did-,Assault,Unknown,Distressed,0.35
C645,"And it's what I already saw with me. Okay, how cool. Hey, buddy. Hey, buddy.",Unknown,Unknown,Calm,0.0
C646,"My dad told me my duck. Her, her dad.",Unknown,Unknown,Distressed,0.0
C647,I went out broke. I hope she was not back and I was getting her in. Should have been like-,Unknown,Unknown,Distressed,0.2
C648,"Hey, guys, I just saw a Godfly, two shots after a...",Assault,Godfly,Distressed,0.3
C649,I can't see anything. I was struck with a bottle. And I'm a freak.,Unknown,Unknown,Distressed,0.0
C650,I have to unfortunately keep you up for more words can I judge this? Curtis says what I do wrong lol,Unknown,Unknown,Distressed,0.0
C651,We had someone come in and asked for dial 911 that there's a woman yelling.,Disturbance,Unknown,Distressed,0.1
C652,"Okay, it's a mind. Ma'am? Yes. What's the emergency? I...",Unknown,Unknown,Calm,0.35
C653,There's someone at my door and he keeps on knocking on the door and he tried opening it.,Unknown,Unknown,Distressed,0.1
C654,I just killed my children. Excuse me? I just killed my children. Where are you?,Assault,Unknown,Distressed,0.3
C655,I have ordered food which is totally ridiculous you can get.,Unknown,Unknown,Distressed,0.0
C656,It sounded like gunshot behind the door. We were in the door at the title store.,Assault,Unknown,Distressed,0.6
C657,This is an emergency. My car is in the litter right off the street. Mullins car.,Accident,Unknown,Distressed,0.3
C658,I make sure to report gun shot wound. Someone gun shot wound.,Assault,Unknown,Distressed,0.8
C659,"Okay, I got her a female shot 17831, someone had a new apartment and...",Assault,Unknown,Distressed,0.4
C660,I just came home in my girlfriend and my mother somebody worked at the moment where I had a simple ad-,Unknown,Unknown,Distressed,0.0
C661,When a water broke never branching back to the handmade. You know it doesn't work.,Unknown,Unknown,Distressed,0.5
C662,my brother killed my brother. I heard this street name but you're going outside in somewhere a second.,Assault,Unknown,Distressed,0.3
C663,"There's a guy laying on the road he's leaving. OK, man, I'm going to even hit by a car. I'm going to get started. I don't know.",Accident,Unknown,Distressed,0.35
C664,I can't find my son. Calm down. What is your address?,Unknown,Unknown,Distressed,0.0
C665,I killed my boat kids. I'm sorry? I killed my boat kids. They are dying. I...,Assault,Unknown,Distressed,0.65
C666,Is there a report of somebody shooting? I don't know where. Do you know if anybody's heard right now? Yeah.,Assault,Unknown,Distressed,0.7
C667,Where's your emergency? There's a gunshot. We're at. Gunshot in 1600. 1600.,Assault,Unknown,Distressed,0.9
C668,"Who are at our house and told us to break into our house? Okay, where's your mom at? She got-",Unknown,Unknown,Distressed,0.0
C669,Hello sir. Yeah. Did you dial 911 a little while ago?,Unknown,Unknown,Distressed,0.0
C670,The shoot over in the main center. That's why you serve. I'm in the building.,Unknown,Unknown,Calm,0.0
C671,There are bees like hundreds swarming around a guy who can't get up off the ground thousand.,Unknown,Unknown,Distressed,0.0
C672,20 feet underwater. There! We need to get out here! Out of here! 9-1!,Unknown,Unknown,Distressed,0.2
C673,And so we get fit What is that? Vyremal What kind of animal is that?,Unknown,Unknown,Distressed,0.0
C674,"I didn't mean it's gonna be right down. Alright, we will ask her this.",Unknown,Unknown,Calm,0.0
C675,One of the kids was at the first holiday on the day and I don't know if she's okay enough.,Unknown,Unknown,Distressed,0.3
C676,"The fight, man, it's smoking out, man. You think Green Park and Dogwood?",Assault,"Dogwood, Green Park",Distressed,0.2
C677,She's not waking up. Okay. What's her address?,Unknown,Unknown,Distressed,0.0
C678,"Case it, fámbia a- ス ff e ao o o o sorry, there, a peiser",Unknown,Unknown,Distressed,0.0
C679,"I just shot the Mormons Bishop over here until they're here. You did? Yes, it is. Your name?",Assault,Unknown,Distressed,0.3
C680,And this guy has a gun in my hat. I need the cloth. The God's got a gun in my hand. 17.,Assault,Unknown,Distressed,0.3
C681,So like at least four or five people start at the end. That's where?,Unknown,Unknown,Distressed,0.0
C682,"I'm going to start with the exact same rules. By a loose, okay? And if he conscious and breathing,",Unknown,Unknown,Distressed,0.0
C683,"Yeah, we just, I need to report a kidnapping. We're kidnapping, what happened? A guy in a...",Theft,Unknown,Distressed,0.1
C684,"Hi, I called a little while ago and believe I talked to Stacy. My...",Unknown,Unknown,Calm,0.0
C685,emergency.,Unknown,Unknown,Distressed,0.3
C686,"Yes, ma'am. I need somebody to come to Penicry, Glendon. Okay.",Unknown,Glendon,Calm,0.0
C687,My name is Mary Lyons. I'm the Banking Center Manager at Bank of America at 185 Highland,Unknown,Bank,Calm,0.0
C688,"You mean some reason to ask her on my mom? Yeah, I don't even, she just called.",Unknown,Unknown,Distressed,0.0
C689,This is the hospital. Where am I at? On that dog's office. They're shooting in the hallway around the eighth floor of their shooter.,Assault,Unknown,Distressed,0.3
C690,The old North Shore Road and my husband's been attacked by a bear.,Assault,North Shore Road,Distressed,0.0
C691,"Somebody somebody's full of them is our shoe and they're not shot by two pieces. Okay, we're getting some up up.",Assault,Unknown,Distressed,0.3
C692,"Oh my god, the fire! So now, it's the level where I'm inside.",Fire,Unknown,Distressed,0.65
C693,"on 23rd grade. This is Tony Guzman, I'm a staffer and he was overheaded towards.",Unknown,Unknown,Calm,0.0
C694,"high, a little airplane, a little one-engine airplane took off from the airport at 83rd Street in Christ.",Accident,"83rd Street, Christ",Distressed,0.0
C695,"I'm sorry. Good outdoor. Good things. Yes, ma'am. Yes, ma'am.",Unknown,Unknown,Calm,0.0
C696,Hello. Is everything okay? Ah.,Unknown,Unknown,Calm,0.0
C697,"Okay, what do you need to believe?",Unknown,Unknown,Calm,0.0
C698,"Yes, I need the police please, as my house. Glad to. I think we need an ambulance.",Medical,Unknown,Distressed,0.3
C699,Okay. We need a person back in the meat department to get an in.,Unknown,Unknown,Distressed,0.0
C700,What do you need? You need the police?,Unknown,Unknown,Distressed,0.0
C701,"Somebody go into my house. Where the hell is that? What's your address? Yeah, but...",Unknown,Unknown,Distressed,0.0
C702,"We just got a lot to come upon. It's gonna come here with a gun, shot one of our employees, and uh...",Assault,Unknown,Distressed,0.6
C703,Now that is vac and sample the floor. So that is Please check it out! And on those,Unknown,Unknown,Calm,0.65
C704,"Oh, my mind's at the doctor. You're not at the doctor. Are you there alone?",Unknown,Unknown,Distressed,0.0
C705,I'm attracted to companies. I'm no different choice. Right I am.,Unknown,Unknown,Calm,0.0
C706,"Oh, there's a student. Who's been shot, man?",Assault,Unknown,Distressed,0.3
C707,"Yes, I need a police officer over here. What's going on? Um...",Unknown,Unknown,Distressed,0.0
